#   E_{K^+ d} (MeV) IA (Re) (1/MeV)  IA (Im) (1/MeV)  FCA (Re) (1/MeV) FCA (Im) (1/MeV)
     2300.000        0.4336205E-01    0.3434780E-17    0.4257485E-01    0.3313407E-17
     2300.100        0.4336361E-01   -0.1503052E-19    0.4257564E-01   -0.1214160E-19
     2300.200        0.4336515E-01   -0.3445177E-17    0.4257642E-01   -0.3318502E-17
     2300.300        0.4336669E-01    0.2739114E-17    0.4257719E-01    0.2642385E-17
     2300.400        0.4336821E-01   -0.7032872E-18    0.4257795E-01   -0.6756522E-18
     2300.500        0.4336973E-01    0.3438213E-17    0.4257869E-01    0.3316166E-17
     2300.600        0.4337123E-01    0.2733517E-17    0.4257943E-01    0.2636728E-17
     2300.700        0.4337272E-01   -0.2716571E-17    0.4258015E-01   -0.2615551E-17
     2300.800        0.4337421E-01    0.3416137E-17    0.4258086E-01    0.3294554E-17
     2300.900        0.4337568E-01   -0.3428880E-17    0.4258156E-01   -0.3301952E-17
     2301.000        0.4337714E-01    0.1385948E-17    0.4258225E-01    0.1338260E-17
     2301.100        0.4337859E-01   -0.6849550E-18    0.4258292E-01   -0.6577859E-18
     2301.200        0.4338003E-01   -0.6995950E-18    0.4258359E-01   -0.6718680E-18
     2301.300        0.4338146E-01    0.2720361E-17    0.4258424E-01    0.2623435E-17
     2301.400        0.4338289E-01     0.000000        0.4258488E-01    0.2410263E-20
     2301.500        0.4338430E-01   -0.1381265E-17    0.4258551E-01   -0.1328707E-17
     2301.600        0.4338570E-01   -0.2016949E-17    0.4258613E-01   -0.1940480E-17
     2301.700        0.4338708E-01   -0.1379382E-17    0.4258674E-01   -0.1326789E-17
     2301.800        0.4338846E-01     0.000000        0.4258733E-01    0.2429129E-20
     2301.900        0.4338983E-01   -0.2027812E-17    0.4258792E-01   -0.1950725E-17
     2302.000        0.4339119E-01    0.6806882E-18    0.4258849E-01    0.6583004E-18
     2302.100        0.4339254E-01     0.000000        0.4258905E-01    0.2443405E-20
     2302.200        0.4339387E-01    0.1374651E-17    0.4258960E-01    0.1326868E-17
     2302.300        0.4339520E-01    0.2686139E-17    0.4259014E-01    0.2589581E-17
     2302.400        0.4339651E-01    0.2005440E-17    0.4259066E-01    0.1933713E-17
     2302.500        0.4339782E-01   -0.6782934E-18    0.4259117E-01   -0.6509753E-18
     2302.600        0.4339911E-01    0.2695570E-17    0.4259168E-01    0.2598401E-17
     2302.700        0.4340039E-01    0.1323759E-17    0.4259217E-01    0.1276864E-17
     2302.800        0.4340167E-01    0.2706946E-17    0.4259264E-01    0.2609181E-17
     2302.900        0.4340293E-01   -0.6763650E-18    0.4259311E-01   -0.6490046E-18
     2303.000        0.4340418E-01    0.6758812E-18    0.4259357E-01    0.6534840E-18
     2303.100        0.4340542E-01    0.1995259E-17    0.4259401E-01    0.1923452E-17
     2303.200        0.4340665E-01     0.000000        0.4259444E-01    0.2496701E-20
     2303.300        0.4340787E-01    0.1992331E-17    0.4259486E-01    0.1920502E-17
     2303.400        0.4340908E-01   -0.2006141E-17    0.4259527E-01   -0.1928723E-17
     2303.500        0.4341028E-01    0.2678131E-17    0.4259566E-01    0.2580802E-17
     2303.600        0.4341146E-01   -0.2676179E-17    0.4259604E-01   -0.2573801E-17
     2303.700        0.4341264E-01    0.2674225E-17    0.4259641E-01    0.2576862E-17
     2303.800        0.4341381E-01   -0.1984974E-17    0.4259677E-01   -0.1908038E-17
     2303.900        0.4341496E-01   -0.1358305E-17    0.4259712E-01   -0.1305337E-17
     2304.000        0.4341610E-01    0.6863275E-18    0.4259746E-01    0.6633547E-18
     2304.100        0.4341724E-01    0.6858437E-18    0.4259778E-01    0.6628696E-18
     2304.200        0.4341836E-01   -0.6700200E-18    0.4259809E-01   -0.6425230E-18
     2304.300        0.4341947E-01   -0.4016839E-17    0.4259839E-01   -0.3863789E-17
     2304.400        0.4342057E-01   -0.2660464E-17    0.4259868E-01   -0.2557871E-17
     2304.500        0.4342166E-01     0.000000        0.4259895E-01    0.2561672E-20
     2304.600        0.4342274E-01   -0.6834141E-18    0.4259921E-01   -0.6553008E-18
     2304.700        0.4342381E-01    0.3322073E-17    0.4259946E-01    0.3199567E-17
     2304.800        0.4342486E-01   -0.1349489E-17    0.4259970E-01   -0.1296370E-17
     2304.900        0.4342591E-01    0.6665539E-18    0.4259993E-01    0.6441482E-18
     2305.000        0.4342694E-01     0.000000        0.4260014E-01    0.2587254E-20
     2305.100        0.4342797E-01   -0.6655572E-18    0.4260035E-01   -0.6379665E-18
     2305.200        0.4342898E-01     0.000000        0.4260054E-01    0.2597582E-20
     2305.300        0.4342998E-01    0.6799834E-18    0.4260071E-01    0.6569969E-18
     2305.400        0.4343097E-01     0.000000        0.4260088E-01    0.2607964E-20
     2305.500        0.4343195E-01     0.000000        0.4260103E-01    0.2613176E-20
     2305.600        0.4343292E-01   -0.3299606E-17    0.4260117E-01   -0.3171675E-17
